iso2,year,gender,age_group,cases
MN,1999,f,15-24,205.0
MN,1999,f,25-34,252.0
MN,1999,f,35-44,113.0
MN,1999,f,45-54,43.0
MN,1999,f,55-64,18.0
MN,1999,f,65+,17.0
MN,2000,m,0-14,6.0
MN,2000,m,15-24,181.0
MN,2000,m,25-34,260.0
MN,2000,m,35-44,171.0
MN,2000,m,45-54,68.0
MN,2000,m,55-64,38.0
MN,2000,m,65+,23.0
MN,2000,f,0-14,32.0
MN,2000,f,15-24,200.0
MN,2000,f,25-34,213.0
MN,2000,f,35-44,113.0
MN,2000,f,45-54,41.0
MN,2000,f,55-64,26.0
MN,2000,f,65+,17.0
MN,2001,m,0-14,13.0
MN,2001,m,15-24,236.0
MN,2001,m,25-34,269.0
MN,2001,m,35-44,179.0
MN,2001,m,45-54,86.0
MN,2001,m,55-64,45.0
MN,2001,m,65+,36.0
MN,2001,f,0-14,25.0
MN,2001,f,15-24,253.0
MN,2001,f,25-34,260.0
MN,2001,f,35-44,125.0
MN,2001,f,45-54,48.0
MN,2001,f,55-64,28.0
MN,2001,f,65+,29.0
MN,2002,m,0-14,9.0
MN,2002,m,15-24,242.0
MN,2002,m,25-34,272.0
MN,2002,m,35-44,184.0
MN,2002,m,45-54,94.0
MN,2002,m,55-64,57.0
MN,2002,m,65+,47.0
MN,2002,f,0-14,16.0
MN,2002,f,15-24,263.0
MN,2002,f,25-34,253.0
MN,2002,f,35-44,133.0
MN,2002,f,45-54,55.0
MN,2002,f,55-64,22.0
MN,2002,f,65+,23.0
MN,2003,m,0-14,10.0
MN,2003,m,15-24,206.0
MN,2003,m,25-34,217.0
MN,2003,m,35-44,171.0
MN,2003,m,45-54,93.0
MN,2003,m,55-64,55.0
MN,2003,m,65+,39.0
MN,2003,f,0-14,19.0
MN,2003,f,15-24,254.0
MN,2003,f,25-34,233.0
MN,2003,f,35-44,148.0
MN,2003,f,45-54,45.0
MN,2003,f,55-64,32.0
MN,2003,f,65+,19.0
MN,2004,m,0-14,6.0
MN,2004,m,15-24,287.0
MN,2004,m,25-34,256.0
MN,2004,m,35-44,229.0
MN,2004,m,45-54,112.0
MN,2004,m,55-64,54.0
MN,2004,m,65+,43.0
MN,2004,f,0-14,18.0
MN,2004,f,15-24,283.0
MN,2004,f,25-34,249.0
MN,2004,f,35-44,162.0
MN,2004,f,45-54,62.0
MN,2004,f,55-64,24.0
MN,2004,f,65+,23.0
MN,2005,m,0-14,7.0
MN,2005,m,15-24,271.0
MN,2005,m,25-34,253.0
MN,2005,m,35-44,232.0
MN,2005,m,45-54,147.0
MN,2005,m,55-64,52.0
MN,2005,m,65+,36.0
MN,2005,f,0-14,15.0
MN,2005,f,15-24,320.0
MN,2005,f,25-34,270.0
MN,2005,f,35-44,145.0
MN,2005,f,45-54,63.0
MN,2005,f,55-64,32.0
MN,2005,f,65+,25.0
MN,2006,m,0-14,7.0
MN,2006,m,15-24,317.0
MN,2006,m,25-34,335.0
MN,2006,m,35-44,241.0
MN,2006,m,45-54,157.0
MN,2006,m,55-64,64.0
MN,2006,m,65+,41.0
MN,2006,f,0-14,16.0
MN,2006,f,15-24,372.0
MN,2006,f,25-34,265.0
MN,2006,f,35-44,180.0
MN,2006,f,45-54,81.0
MN,2006,f,55-64,24.0
MN,2006,f,65+,29.0
MN,2007,m,0-14,4.0
MN,2007,m,15-24,280.0
MN,2007,m,25-34,270.0
MN,2007,m,35-44,232.0
MN,2007,m,45-54,158.0
MN,2007,m,55-64,48.0
MN,2007,m,65+,34.0
MN,2007,f,0-14,23.0
MN,2007,f,15-24,273.0
MN,2007,f,25-34,250.0
MN,2007,f,35-44,139.0
MN,2007,f,45-54,80.0
MN,2007,f,55-64,36.0
MN,2007,f,65+,29.0
MN,2008,m,0-14,7.0
MN,2008,m,15-24,289.0
MN,2008,m,25-34,260.0
MN,2008,m,35-44,235.0
MN,2008,m,45-54,151.0
MN,2008,m,55-64,59.0
MN,2008,m,65+,36.0
MN,2008,m,unknown,0.0
MN,2008,f,0-14,18.0
MN,2008,f,15-24,283.0
MN,2008,f,25-34,229.0
MN,2008,f,35-44,127.0
MN,2008,f,45-54,86.0
MN,2008,f,55-64,32.0
MN,2008,f,65+,26.0
MN,2008,f,unknown,0.0
MO,1995,m,0-14,0.0
MO,1995,m,15-24,7.0
MO,1995,m,25-34,19.0
MO,1995,m,35-44,20.0
MO,1995,m,45-54,13.0
MO,1995,m,55-64,12.0
MO,1995,m,65+,16.0
MO,1995,f,0-14,0.0
MO,1995,f,15-24,9.0
MO,1995,f,25-34,18.0
MO,1995,f,35-44,12.0
MO,1995,f,45-54,4.0
MO,1995,f,55-64,5.0
MO,1995,f,65+,6.0
MO,1996,m,0-14,1.0
MO,1996,m,15-24,16.0
MO,1996,m,25-34,29.0
MO,1996,m,35-44,34.0
MO,1996,m,45-54,20.0
MO,1996,m,55-64,16.0
MO,1996,m,65+,26.0
MO,1996,f,0-14,0.0
MO,1996,f,15-24,10.0
MO,1996,f,25-34,21.0
MO,1996,f,35-44,14.0
MO,1996,f,45-54,3.0
MO,1996,f,55-64,3.0
MO,1996,f,65+,11.0
MO,1997,m,0-14,1.0
MO,1997,m,15-24,15.0
MO,1997,m,25-34,38.0
MO,1997,m,35-44,47.0
MO,1997,m,45-54,37.0
MO,1997,m,55-64,34.0
MO,1997,m,65+,55.0
MO,1997,f,0-14,4.0
MO,1997,f,15-24,10.0
MO,1997,f,25-34,16.0
MO,1997,f,35-44,21.0
MO,1997,f,45-54,5.0
MO,1997,f,55-64,6.0
MO,1997,f,65+,15.0
MO,1998,m,0-14,0.0
MO,1998,m,15-24,11.0
MO,1998,m,25-34,26.0
MO,1998,m,35-44,42.0
MO,1998,m,45-54,23.0
MO,1998,m,55-64,28.0
MO,1998,m,65+,56.0
MO,1998,f,0-14,1.0
MO,1998,f,15-24,9.0
MO,1998,f,25-34,13.0
MO,1998,f,35-44,22.0
MO,1998,f,45-54,6.0
MO,1998,f,55-64,3.0
MO,1998,f,65+,21.0
MO,2000,m,0-14,0.0
MO,2000,m,15-24,10.0
MO,2000,m,25-34,8.0
MO,2000,m,35-44,25.0
MO,2000,m,45-54,22.0
MO,2000,m,55-64,9.0
MO,2000,m,65+,17.0
MO,2000,f,0-14,0.0
MO,2000,f,15-24,10.0
MO,2000,f,25-34,4.0
MO,2000,f,35-44,6.0
MO,2000,f,45-54,6.0
MO,2000,f,55-64,3.0
MO,2000,f,65+,13.0
MO,2001,m,0-14,0.0
MO,2001,m,15-24,9.0
MO,2001,m,25-34,17.0
MO,2001,m,35-44,26.0
MO,2001,m,45-54,25.0
MO,2001,m,55-64,11.0
MO,2001,m,65+,23.0
MO,2001,f,0-14,1.0
MO,2001,f,15-24,5.0
MO,2001,f,25-34,7.0
MO,2001,f,35-44,11.0
MO,2001,f,45-54,10.0
MO,2001,f,55-64,1.0
MO,2001,f,65+,11.0
MO,2002,m,0-14,1.0
MO,2002,m,15-24,13.0
MO,2002,m,25-34,8.0
MO,2002,m,35-44,21.0
MO,2002,m,45-54,20.0
MO,2002,m,55-64,17.0
MO,2002,m,65+,21.0
MO,2002,f,0-14,1.0
MO,2002,f,15-24,7.0
MO,2002,f,25-34,10.0
MO,2002,f,35-44,7.0
MO,2002,f,45-54,9.0
MO,2002,f,55-64,1.0
MO,2002,f,65+,11.0
MO,2003,m,0-14,0.0
MO,2003,m,15-24,9.0
MO,2003,m,25-34,9.0
MO,2003,m,35-44,16.0
MO,2003,m,45-54,27.0
MO,2003,m,55-64,9.0
MO,2003,m,65+,27.0
MO,2003,f,0-14,0.0
MO,2003,f,15-24,7.0
MO,2003,f,25-34,7.0
MO,2003,f,35-44,11.0
MO,2003,f,45-54,7.0
MO,2003,f,55-64,4.0
MO,2003,f,65+,5.0
MO,2004,m,0-14,0.0
MO,2004,m,15-24,8.0
MO,2004,m,25-34,7.0
MO,2004,m,35-44,18.0
MO,2004,m,45-54,31.0
MO,2004,m,55-64,12.0
MO,2004,m,65+,14.0
MO,2004,f,0-14,0.0
MO,2004,f,15-24,5.0
MO,2004,f,25-34,7.0
MO,2004,f,35-44,12.0
MO,2004,f,45-54,3.0
MO,2004,f,55-64,2.0
MO,2004,f,65+,9.0
MO,2005,m,0-14,3.0
MO,2005,m,15-24,6.0
MO,2005,m,25-34,9.0
MO,2005,m,35-44,21.0
MO,2005,m,45-54,23.0
MO,2005,m,55-64,17.0
MO,2005,m,65+,22.0
MO,2005,f,0-14,0.0
MO,2005,f,15-24,5.0
MO,2005,f,25-34,9.0
MO,2005,f,35-44,7.0
MO,2005,f,45-54,8.0
MO,2005,f,55-64,1.0
MO,2005,f,65+,5.0
MO,2006,m,0-14,0.0
MO,2006,m,15-24,15.0
MO,2006,m,25-34,6.0
MO,2006,m,35-44,17.0
MO,2006,m,45-54,32.0
MO,2006,m,55-64,19.0
MO,2006,m,65+,19.0
MO,2006,f,0-14,1.0
MO,2006,f,15-24,7.0
MO,2006,f,25-34,8.0
MO,2006,f,35-44,9.0
MO,2006,f,45-54,4.0
MO,2006,f,55-64,3.0
MO,2006,f,65+,4.0
MO,2007,m,0-4,0.0
MO,2007,m,5-14,0.0
MO,2007,m,0-14,0.0
MO,2007,m,15-24,14.0
MO,2007,m,25-34,12.0
MO,2007,m,35-44,14.0
MO,2007,m,45-54,30.0
MO,2007,m,55-64,16.0
MO,2007,m,65+,13.0
MO,2007,f,0-4,0.0
MO,2007,f,5-14,0.0
MO,2007,f,0-14,2.0
MO,2007,f,15-24,10.0
MO,2007,f,25-34,4.0
MO,2007,f,35-44,6.0
MO,2007,f,45-54,8.0
MO,2007,f,55-64,3.0
MO,2007,f,65+,6.0
MO,2008,m,0-4,0.0
MO,2008,m,5-14,1.0
MO,2008,m,0-14,1.0
MO,2008,m,15-24,18.0
MO,2008,m,25-34,12.0
MO,2008,m,35-44,10.0
MO,2008,m,45-54,29.0
MO,2008,m,55-64,19.0
MO,2008,m,65+,13.0
MO,2008,m,unknown,0.0
MO,2008,f,0-4,0.0
MO,2008,f,5-14,2.0
MO,2008,f,0-14,2.0
MO,2008,f,15-24,7.0
MO,2008,f,25-34,6.0
MO,2008,f,35-44,5.0
MO,2008,f,45-54,6.0
MO,2008,f,55-64,6.0
MO,2008,f,65+,5.0
MO,2008,f,unknown,0.0
MP,1995,m,0-14,1.0
MP,1995,m,15-24,1.0
MP,1995,m,25-34,3.0
MP,1995,m,35-44,5.0
MP,1995,m,45-54,10.0
MP,1995,m,55-64,3.0
MP,1995,m,65+,3.0
MP,1995,f,0-14,0.0
MP,1995,f,15-24,0.0
MP,1995,f,25-34,2.0
MP,1995,f,35-44,6.0
MP,1995,f,45-54,4.0
MP,1995,f,55-64,1.0
MP,1995,f,65+,1.0
MP,1996,m,0-14,0.0
MP,1996,m,15-24,2.0
MP,1996,m,25-34,8.0
MP,1996,m,35-44,5.0
MP,1996,m,45-54,3.0
MP,1996,m,55-64,1.0
MP,1996,m,65+,1.0
MP,1996,f,0-14,1.0
MP,1996,f,15-24,1.0
MP,1996,f,25-34,1.0
MP,1996,f,35-44,0.0
MP,1996,f,45-54,1.0
MP,1996,f,55-64,1.0
MP,1996,f,65+,1.0
MP,1998,m,0-14,0.0
MP,1998,m,15-24,0.0
MP,1998,m,25-34,6.0
MP,1998,m,35-44,3.0
MP,1998,m,45-54,5.0
MP,1998,m,55-64,2.0
MP,1998,m,65+,2.0
MP,1998,f,0-14,0.0
MP,1998,f,15-24,3.0
MP,1998,f,25-34,4.0
MP,1998,f,35-44,1.0
MP,1998,f,45-54,0.0
MP,1998,f,55-64,0.0
MP,1998,f,65+,0.0
MP,2000,m,0-14,1.0
MP,2000,m,15-24,4.0
MP,2000,m,25-34,8.0
MP,2000,m,35-44,9.0
MP,2000,m,45-54,9.0
MP,2000,m,55-64,3.0
MP,2000,m,65+,2.0
MP,2000,f,0-14,0.0
MP,2000,f,15-24,10.0
MP,2000,f,25-34,17.0
MP,2000,f,35-44,7.0
MP,2000,f,45-54,3.0
MP,2000,f,55-64,1.0
MP,2000,f,65+,1.0
MP,2001,m,0-14,0.0
MP,2001,m,15-24,1.0
MP,2001,m,25-34,3.0
MP,2001,m,35-44,0.0
MP,2001,m,45-54,4.0
MP,2001,m,55-64,2.0
MP,2001,m,65+,0.0
MP,2001,f,0-14,0.0
MP,2001,f,15-24,5.0
MP,2001,f,25-34,4.0
MP,2001,f,35-44,0.0
MP,2001,f,45-54,0.0
MP,2001,f,55-64,0.0
MP,2001,f,65+,0.0
MP,2002,m,0-14,1.0
MP,2002,m,15-24,2.0
MP,2002,m,25-34,3.0
MP,2002,m,35-44,7.0
MP,2002,m,45-54,10.0
MP,2002,m,55-64,5.0
MP,2002,m,65+,2.0
MP,2002,f,0-14,0.0
MP,2002,f,15-24,9.0
MP,2002,f,25-34,10.0
MP,2002,f,35-44,3.0
MP,2002,f,45-54,1.0
MP,2002,f,55-64,0.0
MP,2002,f,65+,0.0
MP,2003,m,0-14,0.0
MP,2003,m,15-24,2.0
MP,2003,m,25-34,2.0
MP,2003,m,35-44,2.0
MP,2003,m,45-54,1.0
MP,2003,m,55-64,0.0
MP,2003,m,65+,2.0
MP,2003,f,0-14,1.0
MP,2003,f,15-24,3.0
MP,2003,f,25-34,0.0
MP,2003,f,35-44,2.0
MP,2003,f,45-54,1.0
MP,2003,f,55-64,0.0
MP,2003,f,65+,0.0
MP,2004,m,0-14,0.0
MP,2004,m,15-24,0.0
MP,2004,m,25-34,2.0
MP,2004,m,35-44,2.0
MP,2004,m,45-54,4.0
MP,2004,m,55-64,1.0
MP,2004,m,65+,0.0
MP,2004,f,0-14,0.0
MP,2004,f,15-24,1.0
MP,2004,f,25-34,2.0
MP,2004,f,35-44,1.0
MP,2004,f,45-54,1.0
MP,2004,f,55-64,0.0
MP,2004,f,65+,0.0
MP,2005,m,0-14,0.0
MP,2005,m,15-24,0.0
MP,2005,m,25-34,1.0
MP,2005,m,35-44,3.0
MP,2005,m,45-54,4.0
MP,2005,m,55-64,1.0
MP,2005,m,65+,2.0
MP,2005,f,0-14,0.0
MP,2005,f,15-24,0.0
MP,2005,f,25-34,0.0
MP,2005,f,35-44,1.0
MP,2005,f,45-54,1.0
MP,2005,f,55-64,1.0
MP,2005,f,65+,1.0
MP,2006,m,0-14,0.0
MP,2006,m,15-24,0.0
MP,2006,m,25-34,2.0
MP,2006,m,35-44,3.0
MP,2006,m,45-54,1.0
MP,2006,m,55-64,0.0
MP,2006,m,65+,0.0
MP,2006,f,0-14,0.0
MP,2006,f,15-24,2.0
MP,2006,f,25-34,2.0
MP,2006,f,35-44,3.0
MP,2006,f,45-54,1.0
MP,2006,f,55-64,0.0
MP,2006,f,65+,1.0
MP,2007,m,0-4,0.0
MP,2007,m,5-14,0.0
MP,2007,m,0-14,0.0
MP,2007,m,15-24,0.0
MP,2007,m,25-34,0.0
MP,2007,m,35-44,3.0
MP,2007,m,45-54,4.0
MP,2007,m,55-64,0.0
MP,2007,m,65+,2.0
MP,2007,f,0-4,0.0
MP,2007,f,5-14,0.0
MP,2007,f,0-14,0.0
MP,2007,f,15-24,0.0
MP,2007,f,25-34,2.0
MP,2007,f,35-44,1.0
MP,2007,f,45-54,1.0
MP,2007,f,55-64,1.0
MP,2007,f,65+,2.0
MP,2008,m,0-4,0.0
MP,2008,m,5-14,0.0
MP,2008,m,0-14,0.0
MP,2008,m,15-24,1.0
MP,2008,m,25-34,0.0
MP,2008,m,35-44,1.0
MP,2008,m,45-54,5.0
MP,2008,m,55-64,0.0
MP,2008,m,65+,3.0
MP,2008,m,unknown,0.0
MP,2008,f,0-4,0.0
MP,2008,f,5-14,0.0
MP,2008,f,0-14,0.0
MP,2008,f,15-24,0.0
MP,2008,f,25-34,0.0
MP,2008,f,35-44,2.0
MP,2008,f,45-54,0.0
MP,2008,f,55-64,1.0
MP,2008,f,65+,0.0
MP,2008,f,unknown,0.0
MR,1997,m,0-14,188.0
MR,1997,m,15-24,165.0
MR,1997,m,25-34,321.0
MR,1997,m,35-44,341.0
MR,1997,m,45-54,613.0
MR,1997,m,55-64,232.0
MR,1997,m,65+,185.0
MR,1997,f,0-14,125.0
MR,1997,f,15-24,131.0
MR,1997,f,25-34,319.0
MR,1997,f,35-44,230.0
MR,1997,f,45-54,484.0
MR,1997,f,55-64,384.0
MR,1997,f,65+,70.0
MR,1999,m,0-14,15.0
MR,1999,m,15-24,290.0
MR,1999,m,25-34,450.0
MR,1999,m,35-44,262.0
MR,1999,m,45-54,177.0
MR,1999,m,55-64,113.0
MR,1999,m,65+,92.0
MR,1999,f,0-14,7.0
MR,1999,f,15-24,157.0
MR,1999,f,25-34,97.0
MR,1999,f,35-44,110.0
MR,1999,f,45-54,76.0
MR,1999,f,55-64,43.0
MR,1999,f,65+,20.0
MR,2004,m,0-14,15.0
MR,2004,m,15-24,204.0
MR,2004,m,25-34,343.0
MR,2004,m,35-44,235.0
MR,2004,m,45-54,154.0
MR,2004,m,55-64,129.0
MR,2004,m,65+,108.0
MR,2004,f,0-14,14.0
MR,2004,f,15-24,102.0
MR,2004,f,25-34,114.0
MR,2004,f,35-44,114.0
MR,2004,f,45-54,58.0
MR,2004,f,55-64,44.0
MR,2004,f,65+,28.0
MR,2006,m,0-14,12.0
MR,2006,m,15-24,197.0
MR,2006,m,25-34,294.0
MR,2006,m,35-44,203.0
MR,2006,m,45-54,150.0
MR,2006,m,55-64,106.0
MR,2006,m,65+,96.0
MR,2006,f,0-14,16.0
MR,2006,f,15-24,109.0
MR,2006,f,25-34,114.0
MR,2006,f,35-44,86.0
MR,2006,f,45-54,49.0
MR,2006,f,55-64,29.0
MR,2006,f,65+,25.0
MR,2007,m,0-14,14.0
MR,2007,m,15-24,206.0
MR,2007,m,25-34,355.0
MR,2007,m,35-44,261.0
MR,2007,m,45-54,144.0
MR,2007,m,55-64,139.0
MR,2007,m,65+,83.0
MR,2007,f,0-14,21.0
MR,2007,f,15-24,103.0
MR,2007,f,25-34,152.0
MR,2007,f,35-44,92.0
MR,2007,f,45-54,64.0
MR,2007,f,55-64,38.0
MR,2007,f,65+,42.0
MR,2008,m,0-14,10.0
MR,2008,m,15-24,199.0
MR,2008,m,25-34,292.0
MR,2008,m,35-44,249.0
MR,2008,m,45-54,172.0
MR,2008,m,55-64,107.0
MR,2008,m,65+,90.0
MR,2008,f,0-14,16.0
MR,2008,f,15-24,127.0
MR,2008,f,25-34,111.0
MR,2008,f,35-44,97.0
MR,2008,f,45-54,44.0
MR,2008,f,55-64,51.0
MR,2008,f,65+,40.0
MS,2003,m,0-14,0.0
MS,2003,m,15-24,0.0
MS,2003,m,25-34,1.0
MS,2003,m,35-44,0.0
MS,2003,m,45-54,0.0
MS,2003,m,55-64,0.0
MS,2003,m,65+,1.0
MS,2003,f,0-14,0.0
MS,2003,f,15-24,0.0
MS,2003,f,25-34,0.0
MS,2003,f,35-44,0.0
MS,2003,f,45-54,0.0
MS,2003,f,55-64,0.0
MS,2003,f,65+,0.0
MS,2004,m,0-14,0.0
MS,2004,m,15-24,0.0
MS,2004,m,25-34,0.0
MS,2004,m,35-44,0.0
MS,2004,m,45-54,0.0
MS,2004,m,55-64,0.0
MS,2004,m,65+,0.0
MS,2004,f,0-14,0.0
MS,2004,f,15-24,0.0
MS,2004,f,25-34,0.0
MS,2004,f,35-44,0.0
MS,2004,f,45-54,0.0
MS,2004,f,55-64,0.0
MS,2004,f,65+,0.0
MS,2005,m,45-54,1.0
MS,2007,f,65+,1.0
MT,1995,m,0-14,0.0
MT,1995,m,15-24,0.0
MT,1995,m,25-34,0.0
MT,1995,m,35-44,1.0
MT,1995,m,45-54,0.0
MT,1995,m,55-64,0.0
MT,1995,m,65+,0.0
MT,1995,f,0-14,0.0
MT,1995,f,15-24,0.0
MT,1995,f,25-34,1.0
MT,1995,f,35-44,0.0
MT,1995,f,45-54,0.0
MT,1995,f,55-64,1.0
MT,1995,f,65+,2.0
MT,1996,m,0-14,0.0
MT,1996,m,15-24,0.0
MT,1996,m,25-34,0.0
MT,1996,m,35-44,0.0
MT,1996,m,45-54,1.0
MT,1996,m,55-64,2.0
MT,1996,m,65+,1.0
MT,1996,f,0-14,0.0
MT,1996,f,15-24,0.0
MT,1996,f,25-34,0.0
MT,1996,f,35-44,1.0
MT,1996,f,45-54,0.0
MT,1996,f,55-64,0.0
MT,1996,f,65+,0.0
MT,1997,m,0-14,0.0
MT,1997,m,15-24,1.0
MT,1997,m,25-34,0.0
MT,1997,m,35-44,0.0
MT,1997,m,45-54,0.0
MT,1997,m,55-64,0.0
MT,1997,m,65+,1.0
MT,1997,f,0-14,0.0
MT,1997,f,15-24,0.0
MT,1997,f,25-34,0.0
MT,1997,f,35-44,0.0
MT,1997,f,45-54,0.0
MT,1997,f,55-64,0.0
MT,1997,f,65+,1.0
MT,1998,m,0-14,0.0
MT,1998,m,15-24,1.0
MT,1998,m,25-34,0.0
MT,1998,m,35-44,0.0
MT,1998,m,45-54,1.0
MT,1998,m,55-64,0.0
MT,1998,m,65+,3.0
MT,1998,f,0-14,0.0
MT,1998,f,15-24,1.0
MT,1998,f,25-34,0.0
MT,1998,f,35-44,0.0
MT,1998,f,45-54,0.0
MT,1998,f,55-64,0.0
MT,1998,f,65+,0.0
MT,1999,m,0-14,0.0
MT,1999,m,15-24,0.0
MT,1999,m,25-34,1.0
MT,1999,m,35-44,0.0
MT,1999,m,45-54,0.0
MT,1999,m,55-64,5.0
MT,1999,m,65+,3.0
MT,2000,m,0-14,0.0
MT,2000,m,15-24,1.0
MT,2000,m,25-34,0.0
MT,2000,m,35-44,1.0
MT,2000,m,45-54,1.0
MT,2000,m,55-64,0.0
MT,2000,m,65+,1.0
MT,2001,m,0-14,0.0
MT,2001,m,45-54,1.0
MT,2001,m,65+,1.0
MT,2001,f,0-14,0.0
MT,2001,f,35-44,1.0
MT,2002,m,0-14,0.0
MT,2002,m,15-24,1.0
MT,2002,m,25-34,0.0
MT,2002,m,35-44,1.0
MT,2002,m,45-54,0.0
MT,2002,m,55-64,1.0
MT,2002,m,65+,0.0
MT,2002,f,0-14,0.0
MT,2002,f,15-24,0.0
MT,2002,f,25-34,1.0
MT,2002,f,35-44,0.0
MT,2002,f,45-54,0.0
MT,2002,f,55-64,0.0
MT,2002,f,65+,1.0
MT,2003,m,0-14,0.0
MT,2003,m,15-24,0.0
MT,2003,m,25-34,1.0
MT,2003,m,35-44,0.0
MT,2003,m,45-54,1.0
MT,2003,m,55-64,0.0
MT,2003,m,65+,0.0
MT,2003,f,0-14,0.0
MT,2003,f,15-24,0.0
MT,2003,f,25-34,0.0
MT,2003,f,35-44,0.0
MT,2003,f,45-54,0.0
MT,2003,f,55-64,0.0
MT,2003,f,65+,0.0
MT,2004,m,0-14,0.0
MT,2004,m,15-24,0.0
MT,2004,m,25-34,0.0
MT,2004,m,35-44,0.0
MT,2004,m,45-54,1.0
MT,2004,m,55-64,0.0
MT,2004,m,65+,0.0
MT,2004,f,0-14,0.0
MT,2004,f,15-24,0.0
MT,2004,f,25-34,0.0
MT,2004,f,35-44,0.0
MT,2004,f,45-54,1.0
MT,2004,f,55-64,0.0
MT,2004,f,65+,0.0
MT,2005,m,0-4,0.0
MT,2005,m,5-14,0.0
MT,2005,m,0-14,0.0
MT,2005,m,15-24,1.0
MT,2005,m,25-34,1.0
MT,2005,m,35-44,1.0
MT,2005,m,45-54,1.0
MT,2005,m,55-64,1.0
MT,2005,m,65+,0.0
MT,2005,m,unknown,0.0
MT,2005,f,0-4,0.0
MT,2005,f,5-14,0.0
MT,2005,f,0-14,0.0
MT,2005,f,15-24,0.0
MT,2005,f,25-34,0.0
MT,2005,f,35-44,0.0
MT,2005,f,45-54,0.0
MT,2005,f,55-64,0.0
MT,2005,f,65+,0.0
MT,2005,f,unknown,0.0
MT,2006,m,0-4,0.0
MT,2006,m,5-14,0.0
MT,2006,m,0-14,0.0
MT,2006,m,15-24,1.0
MT,2006,m,25-34,0.0
MT,2006,m,35-44,2.0
MT,2006,m,45-54,0.0
MT,2006,m,55-64,0.0
MT,2006,m,65+,1.0
MT,2006,m,unknown,0.0
MT,2006,f,0-4,0.0
MT,2006,f,5-14,0.0
MT,2006,f,0-14,0.0
MT,2006,f,15-24,0.0
MT,2006,f,25-34,0.0
MT,2006,f,35-44,0.0
MT,2006,f,45-54,0.0
MT,2006,f,55-64,0.0
MT,2006,f,65+,0.0
MT,2006,f,unknown,0.0
MT,2007,m,0-4,0.0
MT,2007,m,5-14,0.0
MT,2007,m,0-14,0.0
MT,2007,m,15-24,0.0
MT,2007,m,25-34,2.0
MT,2007,m,35-44,0.0
MT,2007,m,45-54,0.0
MT,2007,m,55-64,1.0
MT,2007,m,65+,3.0
MT,2007,m,unknown,0.0
MT,2007,f,0-4,0.0
MT,2007,f,5-14,0.0
MT,2007,f,0-14,0.0
MT,2007,f,15-24,2.0
MT,2007,f,25-34,0.0
MT,2007,f,35-44,0.0
MT,2007,f,45-54,0.0
MT,2007,f,55-64,0.0
MT,2007,f,65+,0.0
MT,2007,f,unknown,0.0
MT,2008,m,0-4,0.0
MT,2008,m,5-14,0.0
MT,2008,m,0-14,0.0
MT,2008,m,15-24,3.0
MT,2008,m,25-34,6.0
MT,2008,m,35-44,2.0
MT,2008,m,45-54,0.0
MT,2008,m,55-64,0.0
MT,2008,m,65+,0.0
MT,2008,m,unknown,0.0
MT,2008,f,0-4,0.0
MT,2008,f,5-14,0.0
MT,2008,f,0-14,0.0
MT,2008,f,15-24,1.0
MT,2008,f,25-34,1.0
MT,2008,f,35-44,0.0
MT,2008,f,45-54,0.0
MT,2008,f,55-64,0.0
MT,2008,f,65+,2.0
MT,2008,f,unknown,0.0
MU,1995,m,0-14,2.0
MU,1995,m,15-24,17.0
MU,1995,m,25-34,13.0
MU,1995,m,35-44,22.0
MU,1995,m,45-54,27.0
MU,1995,m,55-64,13.0
MU,1995,m,65+,8.0
MU,1995,f,0-14,2.0
MU,1995,f,15-24,4.0
MU,1995,f,25-34,12.0
MU,1995,f,35-44,10.0
MU,1995,f,45-54,8.0
MU,1995,f,55-64,4.0
MU,1995,f,65+,4.0
MU,1998,m,0-14,1.0
MU,1998,m,15-24,12.0
MU,1998,m,25-34,10.0
MU,1998,m,35-44,21.0
MU,1998,m,45-54,19.0
MU,1998,m,55-64,10.0
MU,1998,m,65+,19.0
MU,1998,f,0-14,0.0
MU,1998,f,15-24,9.0
MU,1998,f,25-34,5.0
MU,1998,f,35-44,4.0
MU,1998,f,45-54,3.0
MU,1998,f,55-64,3.0
MU,1998,f,65+,6.0
MU,1999,m,0-14,0.0
MU,1999,m,15-24,7.0
MU,1999,m,25-34,20.0
MU,1999,m,35-44,15.0
MU,1999,m,45-54,13.0
MU,1999,m,55-64,12.0
MU,1999,m,65+,12.0
MU,1999,f,0-14,0.0
MU,1999,f,15-24,13.0
MU,1999,f,25-34,7.0
MU,1999,f,35-44,7.0
MU,1999,f,45-54,8.0
MU,1999,f,55-64,2.0
MU,1999,f,65+,3.0
MU,2000,m,0-14,2.0
MU,2000,m,15-24,6.0
MU,2000,m,25-34,9.0
MU,2000,m,35-44,18.0
MU,2000,m,45-54,19.0
MU,2000,m,55-64,14.0
MU,2000,m,65+,8.0
MU,2000,f,0-14,1.0
MU,2000,f,15-24,5.0
MU,2000,f,25-34,8.0
MU,2000,f,35-44,8.0
MU,2000,f,45-54,6.0
MU,2000,f,55-64,7.0
MU,2000,f,65+,4.0
MU,2002,m,0-14,1.0
MU,2002,m,15-24,12.0
MU,2002,m,25-34,6.0
MU,2002,m,35-44,21.0
MU,2002,m,45-54,12.0
MU,2002,m,55-64,7.0
MU,2002,m,65+,4.0
MU,2002,f,0-14,1.0
MU,2002,f,15-24,3.0
MU,2002,f,25-34,8.0
