,date,artist,track,time,position
3272,2000-01-22,Fatboy Slim,The Rockafeller Skan...,4:00,76
3273,2000-02-05,Filter,Take A Picture,4:23,12
3274,1999-12-25,Foo Fighters,Learn To Fly,3:55,22
3278,2000-11-11,"Gill, Vince",Feels Like Love,4:13,53
3279,2000-08-26,"Gilman, Billy",One Voice,4:07,43
3280,2000-02-19,Ginuwine,None Of Ur Friends B...,4:12,64
3281,2000-03-18,Ginuwine,The Best Man I Can B...,4:06,85
3282,2000-07-01,Goo Goo Dolls,Broadway,3:54,24
3283,2000-04-29,"Gray, Macy",I Try,3:52,7
3284,2000-05-20,"Griggs, Andy",She's More,3:19,47
3285,2000-02-26,Guy,Dancin',4:08,94
3287,2000-02-05,"Hart, Beth",L.A. Song,3:47,91
3288,2000-07-08,"Heatherly, Eric",Flowers On The Wall,3:16,65
3289,2000-09-02,"Henley, Don",Taking You Home,4:08,71
3291,2000-01-15,"Hill, Faith",Breathe,4:04,30
3292,2000-10-21,"Hill, Faith",Let's Make Love,4:11,54
3293,2000-04-29,Hoku,Another Dumb Blonde,3:47,53
3295,2000-04-29,Hot Boys,I Need A Hot Girl,4:16,92
3296,2000-08-26,"Houston, Whitney",Could I Have This Ki...,3:54,59
3297,2000-04-29,"Houston, Whitney",I Learned From The B...,4:18,82
3298,1999-11-13,"Houston, Whitney",My Love Is Your Love,4:16,8
3300,1999-12-18,IMx,Stay The Night,3:37,40
3301,2000-02-12,Ice Cube,You Can Do It,4:20,73
3302,2000-08-19,Ideal,Whatever,3:48,47
3303,2000-06-10,"Iglesias, Enrique",Be With You,3:36,5
3304,2000-02-12,"Iglesias, Enrique",Rhythm Divine,7:35,49
3305,2000-03-04,J-Shin,One Night Stand,4:34,38
3306,2000-11-25,Ja Rule,Between Me And You,4:05,11
3307,2000-09-02,"Jackson, Alan",It Must Be Love,2:53,37
3308,2000-01-22,"Jackson, Alan",Pop A Top,3:04,43
3309,2001-01-13,"Jackson, Alan",www.memory,2:36,63
3310,2000-02-19,Jagged Edge,He Can't Love U,3:30,24
3311,2000-07-15,Jagged Edge,Let's Get Married,4:23,23
3312,2000-08-26,Janet,Doesn't Really Matte...,4:17,1
3314,2000-07-01,Jay-Z,Big Pimpin',3:55,21
3316,2000-10-21,Jay-Z,Hey Papi,3:40,85
3317,2001-01-06,Jay-Z,I Just Wanna Love U ...,3:50,12
3318,2000-12-16,"Jean, Wyclef",911,4:00,44
3319,2000-03-11,Joe,I Wanna Know,4:57,27
3320,2000-10-14,Joe,Treat Her Like A Lad...,4:12,78
3321,2000-07-01,"John, Elton",Someday Out Of The B...,4:41,93
3322,2000-07-01,"Jones, Donell",Where I Wanna Be,6:22,33
3323,2000-01-01,"Jordan, Montell",Get It On.. Tonite,4:34,24
3325,2000-10-14,Kandi,Don't Think I'm Not,3:50,26
3326,2000-10-14,"Keith, Toby",Country Comes To Tow...,3:39,54
3327,2000-04-08,"Keith, Toby",How Do You Like Me N...,3:29,31
3328,2000-02-12,Kelis,Caught Out There,4:09,75
3330,2000-04-29,Kid Rock,Only God Knows Why,5:27,21
3337,2000-04-08,"Lawrence, Tracy",Lessons Learned,2:55,40
3340,2000-10-28,Lil Bow Wow,Bounce With Me,3:22,27
3341,2000-02-12,Lil Wayne,Tha Block Is Hot,4:13,95
3342,2001-02-03,Lil' Kim,How Many Licks?,3:50,96
3345,2000-10-07,Lil' Zane,Callin' Me,3:43,67
3346,2000-02-12,Limp Bizkit,N 2 Gether Now,3:55,96
3347,2000-02-12,Limp Bizkit,Re-Arranged,4:08,89
3348,2001-01-20,Limp Bizkit,Rollin',4:04,80
3349,1999-08-14,Lonestar,Amazed,4:25,26
3350,2000-02-26,Lonestar,Smile,3:33,43
3351,2000-08-19,Lonestar,What About Now,3:30,30
3352,2000-04-29,"Lopez, Jennifer",Feelin' Good,4:28,96
3353,2000-11-25,"Loveless, Patty",That's The Kind Of M...,3:27,71
3355,2000-07-29,Lucy Pearl,Dance Tonight,3:45,36
3356,2000-12-09,Ludacris,What's Your Fantasy,4:16,22
3357,2000-01-29,M2M,Don't Say You Love M...,3:41,98
3358,2000-06-10,M2M,Mirror Mirror,3:19,74
3359,2000-09-16,Madison Avenue,Don't Call Me Baby,3:44,88
3361,2000-10-21,Madonna,Music,3:45,2
3363,2000-01-29,"Martin, Ricky",Shake Your Bon-Bon,3:08,91
3364,2000-12-16,"Martin, Ricky",She Bangs,4:02,22
3365,2000-06-03,Mary Mary,Shackles (Praise You...,3:12,31
3367,2000-04-15,"McBride, Martina",Love's The Only Hous...,5:13,42
3368,2000-11-18,"McBride, Martina",There You Are,3:26,63
3369,2000-07-22,"McEntire, Reba",I'll Be,4:23,52
3370,2000-01-08,"McEntire, Reba",What Do You Say,3:26,53
3371,2000-02-05,"McGraw, Tim",My Best Friend,4:33,29
3372,2000-12-30,"McGraw, Tim",My Next Thirty Years,3:37,28
3373,2000-07-22,"McGraw, Tim",Some Things Never Ch...,3:56,58
3375,2000-04-08,"Messina, Jo Dee",Because You Love Me,3:50,61
3376,2000-09-02,"Messina, Jo Dee",That's The Way,3:17,31
3377,2000-07-22,Metallica,I Disappear,4:26,83
3380,2000-11-18,"Montgomery, John Michael",The Little Girl,3:52,37
3382,2000-08-26,"Moore, Mandy",I Wanna Be With You,4:12,42
3383,2000-11-18,"Mumba, Samantha",Gotta Tell You,3:19,6
3384,2000-12-23,Musiq,Just Friends,4:02,32
3385,2000-10-28,Mya,Case Of The Ex (What...,3:50,17
3386,2000-06-24,Mya,The Best Of Me,4:12,72
3387,2000-10-21,Mystikal,Shake Ya Ass,4:46,14
3388,2000-04-08,N'Sync,Bye Bye Bye,3:15,5
3389,2000-07-15,N'Sync,It's Gonna Be Me,3:10,5
3390,2000-12-09,N'Sync,This I Promise You,4:23,6
3391,2000-06-03,Nas,You Owe Me,3:51,75
3392,2000-07-08,Nelly,(Hot S**t) Country G...,4:17,37
3393,2000-08-05,Next,Wifey,4:03,21
3394,2000-07-15,Nine Days,Absolutely (Story Of...,3:09,11
3396,2000-09-09,No Doubt,Simple Kind Of Life,4:11,88
3400,2000-12-23,"Paisley, Brad",We Danced,3:45,36
3401,2000-10-07,Papa Roach,Last Resort,3:19,63
3403,2000-10-21,Pink,Most Girls,4:06,5
3404,2000-05-13,Pink,There U Go,3:23,15
3407,2000-12-02,"Price, Kelly",You Should've Told M...,3:12,64
3408,2000-11-25,Profyle,Liar,3:57,35
3411,2000-03-04,R.E.M.,The Great Beyond,4:10,60
3412,2000-07-15,Rascal Flatts,Prayin' For Daylight,3:36,49
3413,2000-05-27,"Raye, Collin",Couldn't Last A Mome...,3:40,48
3414,2000-10-07,Red Hot Chili Peppers,Californication,5:21,74
3415,2000-04-22,Red Hot Chili Peppers,Otherside,4:13,29
3416,1999-12-25,"Rimes, LeAnn",Big Deal,3:03,26
3417,2000-11-18,"Rimes, LeAnn",Can't Fight The Moon...,3:33,77
3418,2000-08-05,"Rimes, LeAnn",I Need You,3:42,13
3419,2000-05-20,"Rogers, Kenny",Buy Me A Rose,3:46,46
3420,2000-09-09,Ruff Endz,No More,3:56,8
3421,2000-04-08,Sammie,I Like It,4:09,29
3422,2000-04-22,Santana,"Maria, Maria",4:18,1
3423,2000-06-17,Savage Garden,Crash And Burn,4:41,34
3424,2000-01-01,Savage Garden,I Knew I Loved You,4:07,4
3426,2000-09-23,SheDaisy,I Will.. But,3:40,44
3429,2000-11-18,Shyne,Bad Boyz,4:22,74
3430,2000-09-09,"Simpson, Jessica",I Think I'm In Love ...,3:32,38
3432,2000-01-29,Sisqo,Got To Get It,3:52,43
3433,2000-09-02,Sisqo,Incomplete,3:52,2
3434,2000-04-08,Sisqo,Thong Song,4:05,6
3435,2000-09-23,Sister Hazel,Change Your Mind,4:02,84
3436,2000-01-08,Smash Mouth,Then The Morning Com...,3:04,16
3438,2000-06-17,Son By Four,A Puro Dolor (Purest...,3:30,48
3439,2000-04-01,Sonique,It Feels So Good,3:48,13
3440,2000-09-16,SoulDecision,Faded,3:25,22
3441,2000-04-08,"Spears, Britney",From The Bottom Of M...,4:30,41
3442,2000-10-21,"Spears, Britney",Lucky,3:23,100
3443,2000-07-01,"Spears, Britney",Oops!.. I Did It Aga...,3:30,14
3445,2000-08-19,Splender,I Think God Can Expl...,3:55,95
3446,2000-07-22,Sting,Desert Rose,3:52,19
3447,2000-09-16,Stone Temple Pilots,Sour Girl,4:16,91
3448,2000-03-04,"Stone, Angie",No More Rain (In Thi...,4:42,63
3449,2000-11-04,"Strait, George",Go On,3:48,44
3450,2000-04-08,"Strait, George",The Best Day,3:24,33
3451,2000-03-25,Sugar Ray,Falls Apart,4:15,47
3455,2000-11-11,Third Eye Blind,Deep Inside Of You,4:10,95
3456,2000-04-01,Third Eye Blind,Never Let You Go,3:57,14
3457,2001-02-03,"Thomas, Carl",Emotional,4:31,60
3458,2000-06-03,"Thomas, Carl",I Wish,3:50,22
3459,2000-12-02,"Thomas, Carl",Summer Rain,4:57,95
3460,2000-11-04,"Tippin, Aaron",Kiss This,2:53,51
3461,1999-12-18,Train,Meet Virginia,3:55,22
3462,2000-07-29,Trick Daddy,Shut Up,4:17,97
3464,2000-10-28,"Tritt, Travis",Best Of Intentions,4:15,33
3466,2000-09-23,"Urban, Keith",Your Everything,4:10,55
3468,2000-05-13,"Vassar, Phil",Carlene,4:07,52
3469,2000-12-09,"Vassar, Phil",Just Another Day In ...,3:54,43
3470,2000-04-01,Vertical Horizon,Everything You Want,4:01,17
3471,2000-11-04,Vertical Horizon,You're A God,3:45,23
3472,2000-06-24,Vitamin C,Graduation (Friends ...,4:23,57
3474,2000-02-12,"Walker, Clay","Live, Laugh, Love",4:06,98
3475,2000-06-24,"Walker, Clay",The Chain Of Love,5:03,44
3477,2000-06-10,Westlife,Swear It Again,4:07,32
3478,2000-01-29,"Williams, Robbie",Angels,3:56,72
3479,2000-03-25,"Wills, Mark",Back At One,4:00,45
3480,2000-08-26,"Worley, Darryl",When You Need My Lov...,3:35,80
3484,2000-05-27,Ying Yang Twins,Whistle While You Tw...,4:19,97
3486,2000-07-08,matchbox twenty,Bent,4:12,8
3489,2000-06-24,3 Doors Down,Kryptonite,3:53,51
3490,2001-01-06,3 Doors Down,Loser,4:24,59
3491,2000-07-01,504 Boyz,Wobble Wobble,3:35,70
3492,2000-11-04,98^0,Give Me Just One Nig...,3:24,22
3494,2000-04-15,Aaliyah,I Don't Wanna,4:15,37
3495,2000-06-03,Aaliyah,Try Again,4:03,8
3496,2000-11-11,"Adams, Yolanda",Open My Heart,5:30,68
3498,2000-10-21,"Aguilera, Christina",Come On Over Baby (A...,3:38,1
3499,2000-07-01,"Aguilera, Christina",I Turn To You,4:00,3
3500,2000-02-12,"Aguilera, Christina",What A Girl Wants,3:18,3
3501,2000-06-24,Alice Deejay,Better Off Alone,6:50,37
3504,2000-06-17,Anastacia,I'm Outta Love,4:01,97
3505,2000-12-02,"Anthony, Marc",My Baby You,3:59,74
3506,2000-05-13,"Anthony, Marc",You Sang To Me,3:50,13
3507,2001-01-20,Avant,My First Love,4:28,31
3508,2000-07-15,Avant,Separated,4:13,28
3509,2000-07-15,BBMak,Back Here,3:35,15
3510,2000-12-30,"Backstreet Boys, The",Shape Of My Heart,3:49,19
3511,2000-03-18,"Backstreet Boys, The",Show Me The Meaning ...,3:54,6
3512,2000-08-12,"Backstreet Boys, The",The One,3:46,90
3513,2000-11-04,"Badu, Erkyah",Bag Lady,5:03,11
3514,2000-10-07,Baha Men,Who Let The Dogs Out,3:17,53
3515,2000-11-25,Barenaked Ladies,Pinch Me,3:46,15
3516,2001-01-06,Beenie Man,Girls Dem Sugar,4:17,92
3519,2000-07-08,Big Punisher,It's So Hard,3:25,88
3520,2000-05-20,Black Rob,Whoa!,4:04,57
3521,2000-05-06,"Black, Clint",Been There,5:28,55
3522,2000-01-08,Blaque,Bring It All To Me,3:46,9
3523,2000-01-29,"Blige, Mary J.",Deep Inside,5:26,67
3525,2000-02-19,Blink-182,All The Small Things,2:52,6
3526,2000-06-03,Bloodhound Gang,The Bad Touch,4:20,98
3527,2000-10-28,Bon Jovi,It's My Life,3:44,34
3528,2000-06-03,"Braxton, Toni",He Wasn't Man Enough,4:21,5
3529,2000-10-14,"Braxton, Toni",Just Be A Man About ...,4:10,53
3532,2000-06-24,"Brock, Chad",Yes!,3:22,27
3533,2000-08-26,Brooks & Dunn,You'll Always Be Lov...,2:58,56
3539,2000-02-26,"Carey, Mariah",Thank God I Found Yo...,4:14,2
3540,2000-11-11,"Carter, Aaron",Aaron's Party (Come ...,3:23,83
3543,2001-01-06,"Chesney, Kenny",I Lost It,3:54,45
3544,2000-06-17,"Chesney, Kenny",What I Need To Do,4:05,56
3545,2001-02-03,Clark Family Experience,Meanwhile Back At Th...,2:56,91
3547,2000-10-21,Common,The Light,3:55,56
3548,2000-01-22,Counting Crows,Hanginaround,4:07,29
3549,1999-11-27,Creed,Higher,5:16,57
3550,2000-07-29,Creed,With Arms Wide Open,3:52,79
3551,2000-12-09,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,89
3553,2000-04-08,D'Angelo,Untitled (How Does I...,7:10,44
3554,2000-05-13,DMX,Party Up (Up In Here...,3:45,27
3555,2000-09-16,DMX,What You Want,4:05,55
3557,2000-05-13,Da Brat,That's What I'm Look...,3:44,72
3558,2000-08-19,Da Brat,What'Chu Like,3:57,28
3559,2000-06-10,"Davidson, Clay",Unconditional,3:56,50
3561,2000-12-09,Destiny's Child,Independent Women Pa...,3:38,1
3562,2000-07-29,Destiny's Child,Jumpin' Jumpin',3:48,8
3563,2000-03-11,Destiny's Child,Say My Name,4:31,14
3564,2000-10-28,"Diffie, Joe",It's Always Somethin...,2:55,92
3566,2000-01-29,"Dion, Celine",That's The Way It Is,4:03,8
3568,2000-02-12,"Dixie Chicks, The",Cowboy Take Me Away,4:51,27
3569,2000-06-03,"Dixie Chicks, The",Goodbye Earl,4:19,88
3570,2000-12-23,"Dixie Chicks, The",Without You,3:32,31
3571,2000-04-08,Dr. Dre,Forgot About Dre,3:42,26
3572,2000-08-12,Dr. Dre,The Next Episode,2:38,27
3573,2000-04-29,Drama,"Left, Right, Left",3:37,98
3574,2000-12-16,Dream,He Loves U Not,3:43,8
3575,2000-03-25,"Eastsidaz, The",G'D Up,4:27,82
3577,2000-02-26,Eiffel 65,Blue,3:29,19
3578,2000-02-12,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,11
3579,2001-01-20,Eminem,Stan,5:26,77
3580,2000-07-22,Eminem,The Real Slim Shady,4:42,9
3584,2001-01-06,"Evans, Sara",Born To Fly,5:36,46
3586,2000-03-25,Eve,Love Is Blind,3:51,59
3587,2000-09-23,Everclear,Wonderful,4:30,25
3588,2000-08-26,"Fabian, Lara",I Will Love Again,3:43,45
3589,2000-01-29,Fatboy Slim,The Rockafeller Skan...,4:00,95
3590,2000-02-12,Filter,Take A Picture,4:23,13
3591,2000-01-01,Foo Fighters,Learn To Fly,3:55,22
3595,2000-11-18,"Gill, Vince",Feels Like Love,4:13,52
3596,2000-09-02,"Gilman, Billy",One Voice,4:07,38
3597,2000-02-26,Ginuwine,None Of Ur Friends B...,4:12,71
3598,2000-03-25,Ginuwine,The Best Man I Can B...,4:06,89
3599,2000-07-08,Goo Goo Dolls,Broadway,3:54,33
3600,2000-05-06,"Gray, Macy",I Try,3:52,7
3601,2000-05-27,"Griggs, Andy",She's More,3:19,43
3604,2000-02-12,"Hart, Beth",L.A. Song,3:47,97
3605,2000-07-15,"Heatherly, Eric",Flowers On The Wall,3:16,60
3606,2000-09-09,"Henley, Don",Taking You Home,4:08,71
3608,2000-01-22,"Hill, Faith",Breathe,4:04,23
3609,2000-10-28,"Hill, Faith",Let's Make Love,4:11,69
3610,2000-05-06,Hoku,Another Dumb Blonde,3:47,56
3612,2000-05-06,Hot Boys,I Need A Hot Girl,4:16,95
3613,2000-09-02,"Houston, Whitney",Could I Have This Ki...,3:54,70
3615,1999-11-20,"Houston, Whitney",My Love Is Your Love,4:16,8
3617,1999-12-25,IMx,Stay The Night,3:37,36
3618,2000-02-19,Ice Cube,You Can Do It,4:20,89
3619,2000-08-26,Ideal,Whatever,3:48,50
3620,2000-06-17,"Iglesias, Enrique",Be With You,3:36,4
3621,2000-02-19,"Iglesias, Enrique",Rhythm Divine,7:35,51
3622,2000-03-11,J-Shin,One Night Stand,4:34,45
3623,2000-12-02,Ja Rule,Between Me And You,4:05,14
3624,2000-09-09,"Jackson, Alan",It Must Be Love,2:53,37
3625,2000-01-29,"Jackson, Alan",Pop A Top,3:04,47
3626,2001-01-20,"Jackson, Alan",www.memory,2:36,67
3627,2000-02-26,Jagged Edge,He Can't Love U,3:30,24
3628,2000-07-22,Jagged Edge,Let's Get Married,4:23,15
3629,2000-09-02,Janet,Doesn't Really Matte...,4:17,1
3631,2000-07-08,Jay-Z,Big Pimpin',3:55,18
3633,2000-10-28,Jay-Z,Hey Papi,3:40,91
3634,2001-01-13,Jay-Z,I Just Wanna Love U ...,3:50,12
3635,2000-12-23,"Jean, Wyclef",911,4:00,49
3636,2000-03-18,Joe,I Wanna Know,4:57,25
3637,2000-10-21,Joe,Treat Her Like A Lad...,4:12,84
3638,2000-07-08,"John, Elton",Someday Out Of The B...,4:41,89
3639,2000-07-08,"Jones, Donell",Where I Wanna Be,6:22,29
3640,2000-01-08,"Jordan, Montell",Get It On.. Tonite,4:34,20
3642,2000-10-21,Kandi,Don't Think I'm Not,3:50,26
3643,2000-10-21,"Keith, Toby",Country Comes To Tow...,3:39,62
3644,2000-04-15,"Keith, Toby",How Do You Like Me N...,3:29,31
3645,2000-02-19,Kelis,Caught Out There,4:09,90
3647,2000-05-06,Kid Rock,Only God Knows Why,5:27,25
3654,2000-04-15,"Lawrence, Tracy",Lessons Learned,2:55,40
3657,2000-11-04,Lil Bow Wow,Bounce With Me,3:22,36
3662,2000-10-14,Lil' Zane,Callin' Me,3:43,84
3664,2000-02-19,Limp Bizkit,Re-Arranged,4:08,93
3665,2001-01-27,Limp Bizkit,Rollin',4:04,86
3666,1999-08-21,Lonestar,Amazed,4:25,24
3667,2000-03-04,Lonestar,Smile,3:33,41
3668,2000-08-26,Lonestar,What About Now,3:30,30
3670,2000-12-02,"Loveless, Patty",That's The Kind Of M...,3:27,72
3672,2000-08-05,Lucy Pearl,Dance Tonight,3:45,43
3673,2000-12-16,Ludacris,What's Your Fantasy,4:16,21
3674,2000-02-05,M2M,Don't Say You Love M...,3:41,98
3675,2000-06-17,M2M,Mirror Mirror,3:19,70
3676,2000-09-23,Madison Avenue,Don't Call Me Baby,3:44,88
3678,2000-10-28,Madonna,Music,3:45,2
3680,2000-02-05,"Martin, Ricky",Shake Your Bon-Bon,3:08,28
3681,2000-12-23,"Martin, Ricky",She Bangs,4:02,29
3682,2000-06-10,Mary Mary,Shackles (Praise You...,3:12,39
3684,2000-04-22,"McBride, Martina",Love's The Only Hous...,5:13,42
3685,2000-11-25,"McBride, Martina",There You Are,3:26,82
3686,2000-07-29,"McEntire, Reba",I'll Be,4:23,51
3687,2000-01-15,"McEntire, Reba",What Do You Say,3:26,43
3688,2000-02-12,"McGraw, Tim",My Best Friend,4:33,33
3689,2001-01-06,"McGraw, Tim",My Next Thirty Years,3:37,40
3690,2000-07-29,"McGraw, Tim",Some Things Never Ch...,3:56,59
3692,2000-04-15,"Messina, Jo Dee",Because You Love Me,3:50,72
3693,2000-09-09,"Messina, Jo Dee",That's The Way,3:17,28
3694,2000-07-29,Metallica,I Disappear,4:26,82
3697,2000-11-25,"Montgomery, John Michael",The Little Girl,3:52,42
3699,2000-09-02,"Moore, Mandy",I Wanna Be With You,4:12,53
3700,2000-11-25,"Mumba, Samantha",Gotta Tell You,3:19,5
3701,2000-12-30,Musiq,Just Friends,4:02,31
3702,2000-11-04,Mya,Case Of The Ex (What...,3:50,10
3703,2000-07-01,Mya,The Best Of Me,4:12,84
3704,2000-10-28,Mystikal,Shake Ya Ass,4:46,13
3705,2000-04-15,N'Sync,Bye Bye Bye,3:15,4
3706,2000-07-22,N'Sync,It's Gonna Be Me,3:10,4
3707,2000-12-16,N'Sync,This I Promise You,4:23,7
3708,2000-06-10,Nas,You Owe Me,3:51,82
3709,2000-07-15,Nelly,(Hot S**t) Country G...,4:17,30
3710,2000-08-12,Next,Wifey,4:03,20
3711,2000-07-22,Nine Days,Absolutely (Story Of...,3:09,6
3713,2000-09-16,No Doubt,Simple Kind Of Life,4:11,100
3717,2000-12-30,"Paisley, Brad",We Danced,3:45,42
3718,2000-10-14,Papa Roach,Last Resort,3:19,60
3720,2000-10-28,Pink,Most Girls,4:06,5
3721,2000-05-20,Pink,There U Go,3:23,17
3724,2000-12-09,"Price, Kelly",You Should've Told M...,3:12,64
3725,2000-12-02,Profyle,Liar,3:57,43
3728,2000-03-11,R.E.M.,The Great Beyond,4:10,63
3729,2000-07-22,Rascal Flatts,Prayin' For Daylight,3:36,46
3730,2000-06-03,"Raye, Collin",Couldn't Last A Mome...,3:40,46
3731,2000-10-14,Red Hot Chili Peppers,Californication,5:21,69
3732,2000-04-29,Red Hot Chili Peppers,Otherside,4:13,29
3733,2000-01-01,"Rimes, LeAnn",Big Deal,3:03,23
3734,2000-11-25,"Rimes, LeAnn",Can't Fight The Moon...,3:33,76
3735,2000-08-12,"Rimes, LeAnn",I Need You,3:42,11
3736,2000-05-27,"Rogers, Kenny",Buy Me A Rose,3:46,54
3737,2000-09-16,Ruff Endz,No More,3:56,8
3738,2000-04-15,Sammie,I Like It,4:09,24
3739,2000-04-29,Santana,"Maria, Maria",4:18,1
3740,2000-06-24,Savage Garden,Crash And Burn,4:41,39
3741,2000-01-08,Savage Garden,I Knew I Loved You,4:07,6
3743,2000-09-30,SheDaisy,I Will.. But,3:40,43
3746,2000-11-25,Shyne,Bad Boyz,4:22,81
3747,2000-09-16,"Simpson, Jessica",I Think I'm In Love ...,3:32,38
3749,2000-02-05,Sisqo,Got To Get It,3:52,51
3750,2000-09-09,Sisqo,Incomplete,3:52,4
3751,2000-04-15,Sisqo,Thong Song,4:05,6
3752,2000-09-30,Sister Hazel,Change Your Mind,4:02,87
3753,2000-01-15,Smash Mouth,Then The Morning Com...,3:04,15
3755,2000-06-24,Son By Four,A Puro Dolor (Purest...,3:30,48
3756,2000-04-08,Sonique,It Feels So Good,3:48,13
3757,2000-09-23,SoulDecision,Faded,3:25,27
3758,2000-04-15,"Spears, Britney",From The Bottom Of M...,4:30,45
3760,2000-07-08,"Spears, Britney",Oops!.. I Did It Aga...,3:30,15
3762,2000-08-26,Splender,I Think God Can Expl...,3:55,100
3763,2000-07-29,Sting,Desert Rose,3:52,19
3764,2000-09-23,Stone Temple Pilots,Sour Girl,4:16,94
3765,2000-03-11,"Stone, Angie",No More Rain (In Thi...,4:42,73
3766,2000-11-11,"Strait, George",Go On,3:48,46
3767,2000-04-15,"Strait, George",The Best Day,3:24,33
3768,2000-04-01,Sugar Ray,Falls Apart,4:15,49
3772,2000-11-18,Third Eye Blind,Deep Inside Of You,4:10,93
3773,2000-04-08,Third Eye Blind,Never Let You Go,3:57,16
3774,2001-02-10,"Thomas, Carl",Emotional,4:31,62
3775,2000-06-10,"Thomas, Carl",I Wish,3:50,26
3777,2000-11-11,"Tippin, Aaron",Kiss This,2:53,60
3778,1999-12-25,Train,Meet Virginia,3:55,21
3781,2000-11-04,"Tritt, Travis",Best Of Intentions,4:15,31
3783,2000-09-30,"Urban, Keith",Your Everything,4:10,66
3785,2000-05-20,"Vassar, Phil",Carlene,4:07,56
3786,2000-12-16,"Vassar, Phil",Just Another Day In ...,3:54,41
3787,2000-04-08,Vertical Horizon,Everything You Want,4:01,15
3788,2000-11-11,Vertical Horizon,You're A God,3:45,23
3789,2000-07-01,Vitamin C,Graduation (Friends ...,4:23,87
3792,2000-07-01,"Walker, Clay",The Chain Of Love,5:03,53
3794,2000-06-17,Westlife,Swear It Again,4:07,25
3795,2000-02-05,"Williams, Robbie",Angels,3:56,83
3796,2000-04-01,"Wills, Mark",Back At One,4:00,52
3797,2000-09-02,"Worley, Darryl",When You Need My Lov...,3:35,75
3801,2000-06-03,Ying Yang Twins,Whistle While You Tw...,4:19,96
3803,2000-07-15,matchbox twenty,Bent,4:12,6
3806,2000-07-01,3 Doors Down,Kryptonite,3:53,47
3807,2001-01-13,3 Doors Down,Loser,4:24,61
3808,2000-07-08,504 Boyz,Wobble Wobble,3:35,75
3809,2000-11-11,98^0,Give Me Just One Nig...,3:24,29
3811,2000-04-22,Aaliyah,I Don't Wanna,4:15,38
3812,2000-06-10,Aaliyah,Try Again,4:03,6
3813,2000-11-18,"Adams, Yolanda",Open My Heart,5:30,61
3815,2000-10-28,"Aguilera, Christina",Come On Over Baby (A...,3:38,1
3816,2000-07-08,"Aguilera, Christina",I Turn To You,4:00,3
3817,2000-02-19,"Aguilera, Christina",What A Girl Wants,3:18,3
3818,2000-07-01,Alice Deejay,Better Off Alone,6:50,39
3820,1999-10-09,Amber,Sexual,4:38,96
3822,2000-12-09,"Anthony, Marc",My Baby You,3:59,87
3823,2000-05-20,"Anthony, Marc",You Sang To Me,3:50,13
3824,2001-01-27,Avant,My First Love,4:28,38
3825,2000-07-22,Avant,Separated,4:13,27
3826,2000-07-22,BBMak,Back Here,3:35,18
3827,2001-01-06,"Backstreet Boys, The",Shape Of My Heart,3:49,29
3828,2000-03-25,"Backstreet Boys, The",Show Me The Meaning ...,3:54,6
3829,2000-08-19,"Backstreet Boys, The",The One,3:46,93
3830,2000-11-11,"Badu, Erkyah",Bag Lady,5:03,15
3831,2000-10-14,Baha Men,Who Let The Dogs Out,3:17,43
3832,2000-12-02,Barenaked Ladies,Pinch Me,3:46,15
3833,2001-01-13,Beenie Man,Girls Dem Sugar,4:17,85
3836,2000-07-15,Big Punisher,It's So Hard,3:25,94
3837,2000-05-27,Black Rob,Whoa!,4:04,70
3838,2000-05-13,"Black, Clint",Been There,5:28,53
3839,2000-01-15,Blaque,Bring It All To Me,3:46,10
3840,2000-02-05,"Blige, Mary J.",Deep Inside,5:26,75
3842,2000-02-26,Blink-182,All The Small Things,2:52,8
3844,2000-11-04,Bon Jovi,It's My Life,3:44,39
3845,2000-06-10,"Braxton, Toni",He Wasn't Man Enough,4:21,11
3846,2000-10-21,"Braxton, Toni",Just Be A Man About ...,4:10,53
3849,2000-07-01,"Brock, Chad",Yes!,3:22,22
3850,2000-09-02,Brooks & Dunn,You'll Always Be Lov...,2:58,56
3856,2000-03-04,"Carey, Mariah",Thank God I Found Yo...,4:14,4
3857,2000-11-18,"Carter, Aaron",Aaron's Party (Come ...,3:23,86
3860,2001-01-13,"Chesney, Kenny",I Lost It,3:54,42
3861,2000-06-24,"Chesney, Kenny",What I Need To Do,4:05,56
3864,2000-10-28,Common,The Light,3:55,70
3865,2000-01-29,Counting Crows,Hanginaround,4:07,28
3866,1999-12-04,Creed,Higher,5:16,57
3867,2000-08-05,Creed,With Arms Wide Open,3:52,84
3868,2000-12-16,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,95
3870,2000-04-15,D'Angelo,Untitled (How Does I...,7:10,51
3871,2000-05-20,DMX,Party Up (Up In Here...,3:45,27
3872,2000-09-23,DMX,What You Want,4:05,49
3874,2000-05-20,Da Brat,That's What I'm Look...,3:44,90
3875,2000-08-26,Da Brat,What'Chu Like,3:57,36
3876,2000-06-17,"Davidson, Clay",Unconditional,3:56,49
3878,2000-12-16,Destiny's Child,Independent Women Pa...,3:38,1
3879,2000-08-05,Destiny's Child,Jumpin' Jumpin',3:48,6
3880,2000-03-18,Destiny's Child,Say My Name,4:31,1
3883,2000-02-05,"Dion, Celine",That's The Way It Is,4:03,9
